source_id,tweet_id,cluster_id,is_centroid
524969201102901248,524969201102901248_4,0,0
524969201102901248,524969201102901248_5,0,0
524969201102901248,524969201102901248_6,0,1
524969201102901248,524969201102901248_8,0,0
524969201102901248,524969201102901248_9,0,0
524969201102901248,524969201102901248_10,0,0
524969201102901248,524969201102901248_12,0,0
524969201102901248,524969201102901248_1,1,0
524969201102901248,524969201102901248_2,1,1
524969201102901248,524969201102901248_3,1,0
524969201102901248,524969201102901248_7,1,0
524969201102901248,524969201102901248_11,1,0
524975705206304769,524975705206304769_1,0,0
524975705206304769,524975705206304769_5,0,0
524975705206304769,524975705206304769_6,0,0
524975705206304769,524975705206304769_8,0,1
524975705206304769,524975705206304769_9,0,0
524975705206304769,524975705206304769_2,1_0,1
524975705206304769,524975705206304769_3,1_0,0
524975705206304769,524975705206304769_4,1_0,0
524975705206304769,524975705206304769_7,1_0,0
524975705206304769,524975705206304769_2,1_1,0
524975705206304769,524975705206304769_3,1_1,1
524975705206304769,524975705206304769_4,1_1,0
524975705206304769,524975705206304769_7,1_1,0
524980744658382848,524980744658382848_1,0,0
524980744658382848,524980744658382848_2,0,1
524980744658382848,524980744658382848_4,0,0
524980744658382848,524980744658382848_3,1,1
524995771587108864,524995771587108864_1,0,1
524995771587108864,524995771587108864_2,0,0
525019752507658240,525019752507658240_1,0,0
525019752507658240,525019752507658240_5,0,1
525019752507658240,525019752507658240_7,0,0
525019752507658240,525019752507658240_8,0,0
525019752507658240,525019752507658240_10,0,0
525019752507658240,525019752507658240_2,1_0,0
525019752507658240,525019752507658240_3,1_0,1
525019752507658240,525019752507658240_4,1_0,0
525019752507658240,525019752507658240_6,1_0,0
525019752507658240,525019752507658240_9,1_0,0
525019752507658240,525019752507658240_11,1_0,0
525019752507658240,525019752507658240_12,1_0,0
525019752507658240,525019752507658240_2,1_1,0
525019752507658240,525019752507658240_3,1_1,0
525019752507658240,525019752507658240_4,1_1,0
525019752507658240,525019752507658240_6,1_1,1
525019752507658240,525019752507658240_9,1_1,0
525019752507658240,525019752507658240_11,1_1,0
525019752507658240,525019752507658240_12,1_1,0
525023025792835585,525023025792835585_1,0,0
525023025792835585,525023025792835585_3,0,0
525023025792835585,525023025792835585_4,0,1
525023025792835585,525023025792835585_6,0,0
525023025792835585,525023025792835585_2,1,1
525023025792835585,525023025792835585_5,1,0
525025279803424768,525025279803424768_1,0,0
525025279803424768,525025279803424768_2,0,0
525025279803424768,525025279803424768_4,0,1
525025279803424768,525025279803424768_5,0,0
525025279803424768,525025279803424768_3,1_0,1
525025279803424768,525025279803424768_6,1_0,0
525025279803424768,525025279803424768_3,1_1,0
525025279803424768,525025279803424768_6,1_1,1
525025463648137216,525025463648137216_1,0,1
525025463648137216,525025463648137216_4,0,0
525025463648137216,525025463648137216_5,0,0
525025463648137216,525025463648137216_6,0,0
525025463648137216,525025463648137216_2,1_0,1
525025463648137216,525025463648137216_3,1_0,0
525025463648137216,525025463648137216_2,1_1,0
525025463648137216,525025463648137216_3,1_1,1
525049639016615937,525049639016615937_1,0,1
525056576038518785,525056576038518785_1,0,0
525056576038518785,525056576038518785_7,0,1
525056576038518785,525056576038518785_2,1,0
525056576038518785,525056576038518785_3,1,0
525056576038518785,525056576038518785_4,1,1
525056576038518785,525056576038518785_5,1,0
525056576038518785,525056576038518785_6,1,0
525058976376193024,525058976376193024_1,0,0
525058976376193024,525058976376193024_2,0,1
525058976376193024,525058976376193024_3,1,1
525060425184858112,525060425184858112_2,0,0
525060425184858112,525060425184858112_3,0,0
525060425184858112,525060425184858112_4,0,0
525060425184858112,525060425184858112_5,0,0
525060425184858112,525060425184858112_8,0,1
525060425184858112,525060425184858112_10,0,0
525060425184858112,525060425184858112_12,0,0
525060425184858112,525060425184858112_1,1,1
525060425184858112,525060425184858112_6,1,0
525060425184858112,525060425184858112_7,1,0
525060425184858112,525060425184858112_9,1,0
525060425184858112,525060425184858112_11,1,0
544268732046913536,544268732046913536_1,0_0,1
544268732046913536,544268732046913536_4,0_0,0
544268732046913536,544268732046913536_5,0_0,0
544268732046913536,544268732046913536_6,0_0,0
544268732046913536,544268732046913536_1,0_1,0
544268732046913536,544268732046913536_4,0_1,1
544268732046913536,544268732046913536_5,0_1,0
544268732046913536,544268732046913536_6,0_1,0
544268732046913536,544268732046913536_2,1,1
544268732046913536,544268732046913536_3,1,0
544269749405097984,544269749405097984_1,0,0
544269749405097984,544269749405097984_3,0,0
544269749405097984,544269749405097984_4,0,1
544269749405097984,544269749405097984_5,0,0
544269749405097984,544269749405097984_2,1,0
544269749405097984,544269749405097984_6,1,1
544269749405097984,544269749405097984_7,1,0
544269749405097984,544269749405097984_8,1,0
544271284796784640,544271284796784640_3,0,1
544271284796784640,544271284796784640_1,1,0
544271284796784640,544271284796784640_2,1,1
544271362022338560,544271362022338560_3,0,1
544271362022338560,544271362022338560_1,1_0,1
544271362022338560,544271362022338560_2,1_0,0
544271362022338560,544271362022338560_1,1_1,0
544271362022338560,544271362022338560_2,1_1,1
544274934835707905,544274934835707905_3,0,1
544274934835707905,544274934835707905_4,0,0
544274934835707905,544274934835707905_1,1,0
544274934835707905,544274934835707905_2,1,0
544274934835707905,544274934835707905_5,1,1
544277117039837184,544277117039837184_1,0,0
544277117039837184,544277117039837184_3,0,0
544277117039837184,544277117039837184_8,0,0
544277117039837184,544277117039837184_9,0,1
544277117039837184,544277117039837184_2,1,1
544277117039837184,544277117039837184_4,1,0
544277117039837184,544277117039837184_5,1,0
544277117039837184,544277117039837184_6,1,0
544277117039837184,544277117039837184_7,1,0
544278335455776769,544278335455776769_12,0,1
544278335455776769,544278335455776769_1,1,0
544278335455776769,544278335455776769_2,1,0
544278335455776769,544278335455776769_3,1,0
544278335455776769,544278335455776769_4,1,0
544278335455776769,544278335455776769_5,1,0
544278335455776769,544278335455776769_6,1,0
544278335455776769,544278335455776769_7,1,1
544278335455776769,544278335455776769_8,1,0
544278335455776769,544278335455776769_9,1,0
544278335455776769,544278335455776769_10,1,0
544278335455776769,544278335455776769_11,1,0
544278335455776769,544278335455776769_13,1,0
544278335455776769,544278335455776769_14,1,0
544278985249550337,544278985249550337_1,0,0
544278985249550337,544278985249550337_6,0,1
544278985249550337,544278985249550337_7,0,0
544278985249550337,544278985249550337_14,0,0
544278985249550337,544278985249550337_2,1,0
544278985249550337,544278985249550337_3,1,0
544278985249550337,544278985249550337_4,1,0
544278985249550337,544278985249550337_5,1,0
544278985249550337,544278985249550337_8,1,1
544278985249550337,544278985249550337_9,1,0
544278985249550337,544278985249550337_10,1,0
544278985249550337,544278985249550337_11,1,0
544278985249550337,544278985249550337_12,1,0
544278985249550337,544278985249550337_13,1,0
544282005941530624,544282005941530624_1,0,1
544282005941530624,544282005941530624_2,1,0
544282005941530624,544282005941530624_3,1,1
544282005941530624,544282005941530624_4,1,0
544282227035869184,544282227035869184_1,0_0,1
544282227035869184,544282227035869184_8,0_0,0
544282227035869184,544282227035869184_1,0_1,0
544282227035869184,544282227035869184_8,0_1,1
544282227035869184,544282227035869184_2,1,0
544282227035869184,544282227035869184_3,1,0
544282227035869184,544282227035869184_4,1,1
544282227035869184,544282227035869184_5,1,0
544282227035869184,544282227035869184_6,1,0
544282227035869184,544282227035869184_7,1,0
544283772569788416,544283772569788416_4,0,1
544283772569788416,544283772569788416_5,0,0
544283772569788416,544283772569788416_6,0,0
544283772569788416,544283772569788416_11,0,0
544283772569788416,544283772569788416_12,0,0
544283772569788416,544283772569788416_1,1_0,0
544283772569788416,544283772569788416_2,1_0,1
544283772569788416,544283772569788416_3,1_0,0
544283772569788416,544283772569788416_7,1_0,0
544283772569788416,544283772569788416_8,1_0,0
544283772569788416,544283772569788416_9,1_0,0
544283772569788416,544283772569788416_10,1_0,0
544283772569788416,544283772569788416_1,1_1,0
544283772569788416,544283772569788416_2,1_1,0
544283772569788416,544283772569788416_3,1_1,0
544283772569788416,544283772569788416_7,1_1,0
544283772569788416,544283772569788416_8,1_1,1
544283772569788416,544283772569788416_9,1_1,0
544283772569788416,544283772569788416_10,1_1,0
544283772569788416,544283772569788416_1,1_2,0
544283772569788416,544283772569788416_2,1_2,0
544283772569788416,544283772569788416_3,1_2,0
544283772569788416,544283772569788416_7,1_2,0
544283772569788416,544283772569788416_8,1_2,0
544283772569788416,544283772569788416_9,1_2,1
544283772569788416,544283772569788416_10,1_2,0
544289409294553088,544289409294553088_1,0,1
544289409294553088,544289409294553088_3,0,0
544289409294553088,544289409294553088_2,1,1
544289409294553088,544289409294553088_4,1,0
544289409294553088,544289409294553088_5,1,0
544289941996326912,544289941996326912_3,0,1
544289941996326912,544289941996326912_1,1_0,1
544289941996326912,544289941996326912_2,1_0,0
544289941996326912,544289941996326912_1,1_1,0
544289941996326912,544289941996326912_2,1_1,1
544290258951892992,544290258951892992_1,0,1
544290258951892992,544290258951892992_2,0,0
544290258951892992,544290258951892992_3,0,0
544290258951892992,544290258951892992_4,0,0
544290258951892992,544290258951892992_6,0,0
544290258951892992,544290258951892992_5,1,1
544291804057960448,544291804057960448_1,0_0,0
544291804057960448,544291804057960448_2,0_0,1
544291804057960448,544291804057960448_4,0_0,0
544291804057960448,544291804057960448_1,0_1,0
544291804057960448,544291804057960448_2,0_1,0
544291804057960448,544291804057960448_4,0_1,1
544291804057960448,544291804057960448_3,1,1
544291965513134080,544291965513134080_1,0,0
544291965513134080,544291965513134080_2,0,1
544291965513134080,544291965513134080_5,0,0
544291965513134080,544291965513134080_6,0,0
544291965513134080,544291965513134080_8,0,0
544291965513134080,544291965513134080_12,0,0
544291965513134080,544291965513134080_3,1,0
544291965513134080,544291965513134080_4,1,0
544291965513134080,544291965513134080_7,1,0
544291965513134080,544291965513134080_9,1,0
544291965513134080,544291965513134080_10,1,1
544291965513134080,544291965513134080_11,1,0
544291965513134080,544291965513134080_13,1,0
544291965513134080,544291965513134080_14,1,0
544291965513134080,544291965513134080_15,1,0
544301453717041152,544301453717041152_1,0,0
544301453717041152,544301453717041152_3,0,0
544301453717041152,544301453717041152_4,0,1
544301453717041152,544301453717041152_6,0,0
544301453717041152,544301453717041152_7,0,0
544301453717041152,544301453717041152_8,0,0
544301453717041152,544301453717041152_2,1_0,1
544301453717041152,544301453717041152_5,1_0,0
544301453717041152,544301453717041152_2,1_1,0
544301453717041152,544301453717041152_5,1_1,1
544305540286148609,544305540286148609_3,0,0
544305540286148609,544305540286148609_4,0,1
544305540286148609,544305540286148609_1,1,0
544305540286148609,544305540286148609_2,1,1
544305540286148609,544305540286148609_5,1,0
544314234541469696,544314234541469696_1,0,0
544314234541469696,544314234541469696_3,0,0
544314234541469696,544314234541469696_4,0,0
544314234541469696,544314234541469696_5,0,0
544314234541469696,544314234541469696_6,0,0
544314234541469696,544314234541469696_7,0,0
544314234541469696,544314234541469696_10,0,0
544314234541469696,544314234541469696_11,0,1
544314234541469696,544314234541469696_12,0,0
544314234541469696,544314234541469696_14,0,0
544314234541469696,544314234541469696_2,1,1
544314234541469696,544314234541469696_8,1,0
544314234541469696,544314234541469696_9,1,0
544314234541469696,544314234541469696_13,1,0
544319274072817664,544319274072817664_1,0_0,1
544319274072817664,544319274072817664_2,0_0,0
544319274072817664,544319274072817664_1,0_1,0
544319274072817664,544319274072817664_2,0_1,1
544319274072817664,544319274072817664_3,1,0
544319274072817664,544319274072817664_4,1,0
544319274072817664,544319274072817664_5,1,0
544319274072817664,544319274072817664_6,1,1
544319274072817664,544319274072817664_7,1,0
544319274072817664,544319274072817664_8,1,0
544319832486064128,544319832486064128_2,0,0
544319832486064128,544319832486064128_3,0,1
544319832486064128,544319832486064128_6,0,0
544319832486064128,544319832486064128_7,0,0
544319832486064128,544319832486064128_9,0,0
544319832486064128,544319832486064128_10,0,0
544319832486064128,544319832486064128_11,0,0
544319832486064128,544319832486064128_1,1,0
544319832486064128,544319832486064128_4,1,0
544319832486064128,544319832486064128_5,1,0
544319832486064128,544319832486064128_8,1,1
544324444773433348,544324444773433348_1,0,1
544324444773433348,544324444773433348_2,0,0
544324444773433348,544324444773433348_3,0,0
544324444773433348,544324444773433348_4,0,0
544324444773433348,544324444773433348_6,0,0
544324444773433348,544324444773433348_11,0,0
544324444773433348,544324444773433348_14,0,0
544324444773433348,544324444773433348_5,1,0
544324444773433348,544324444773433348_7,1,1
544324444773433348,544324444773433348_8,1,0
544324444773433348,544324444773433348_9,1,0
544324444773433348,544324444773433348_10,1,0
544324444773433348,544324444773433348_12,1,0
544324444773433348,544324444773433348_13,1,0
544329935943237632,544329935943237632_1,0,0
544329935943237632,544329935943237632_3,0,0
544329935943237632,544329935943237632_6,0,0
544329935943237632,544329935943237632_9,0,0
544329935943237632,544329935943237632_11,0,0
544329935943237632,544329935943237632_13,0,0
544329935943237632,544329935943237632_14,0,0
544329935943237632,544329935943237632_16,0,1
544329935943237632,544329935943237632_2,1,1
544329935943237632,544329935943237632_4,1,0
544329935943237632,544329935943237632_5,1,0
544329935943237632,544329935943237632_7,1,0
544329935943237632,544329935943237632_8,1,0
544329935943237632,544329935943237632_10,1,0
544329935943237632,544329935943237632_12,1,0
544329935943237632,544329935943237632_15,1,0
544350567183556608,544350567183556608_1,0_0,1
544350567183556608,544350567183556608_2,0_0,0
544350567183556608,544350567183556608_1,0_1,0
544350567183556608,544350567183556608_2,0_1,1
544350712365207552,544350712365207552_1,0,0
544350712365207552,544350712365207552_2,0,1
544352727971954690,544352727971954690_2,0,1
544352727971954690,544352727971954690_3,0,0
544352727971954690,544352727971954690_1,1,1
544358533819420672,544358533819420672_2,0_0,1
544358533819420672,544358533819420672_4,0_0,0
544358533819420672,544358533819420672_5,0_0,0
544358533819420672,544358533819420672_2,0_1,0
544358533819420672,544358533819420672_4,0_1,1
544358533819420672,544358533819420672_5,0_1,0
544358533819420672,544358533819420672_1,1,1
544358533819420672,544358533819420672_3,1,0
544358564484378624,544358564484378624_1,0_0,1
544358564484378624,544358564484378624_2,0_0,0
544358564484378624,544358564484378624_1,0_1,0
544358564484378624,544358564484378624_2,0_1,1
544367462012432384,544367462012432384_5,0_0,1
544367462012432384,544367462012432384_6,0_0,0
544367462012432384,544367462012432384_5,0_1,0
544367462012432384,544367462012432384_6,0_1,1
544367462012432384,544367462012432384_1,1,0
544367462012432384,544367462012432384_2,1,1
544367462012432384,544367462012432384_3,1,0
544367462012432384,544367462012432384_4,1,0
544374511194632192,544374511194632192_3,0_0,1
544374511194632192,544374511194632192_4,0_0,0
544374511194632192,544374511194632192_3,0_1,0
544374511194632192,544374511194632192_4,0_1,1
544374511194632192,544374511194632192_1,1_0,1
544374511194632192,544374511194632192_2,1_0,0
544374511194632192,544374511194632192_1,1_1,0
544374511194632192,544374511194632192_2,1_1,1
544380742076088320,544380742076088320_1,0,0
544380742076088320,544380742076088320_4,0,0
544380742076088320,544380742076088320_6,0,1
544380742076088320,544380742076088320_9,0,0
544380742076088320,544380742076088320_2,1,1
544380742076088320,544380742076088320_3,1,0
544380742076088320,544380742076088320_5,1,0
544380742076088320,544380742076088320_7,1,0
544380742076088320,544380742076088320_8,1,0
544380742076088320,544380742076088320_10,1,0
544380742076088320,544380742076088320_11,1,0
544381485591982083,544381485591982083_2,0_0,1
544381485591982083,544381485591982083_5,0_0,0
544381485591982083,544381485591982083_2,0_1,0
544381485591982083,544381485591982083_5,0_1,1
544381485591982083,544381485591982083_1,1,1
544381485591982083,544381485591982083_3,1,0
544381485591982083,544381485591982083_4,1,0
544381485591982083,544381485591982083_6,1,0
544382892378714113,544382892378714113_1,0,1
544382892378714113,544382892378714113_2,1,0
544382892378714113,544382892378714113_3,1,1
544382892378714113,544382892378714113_4,1,0
544391176137089024,544391176137089024_1,0,1
544391176137089024,544391176137089024_2,0,0
544391176137089024,544391176137089024_4,0,0
544391176137089024,544391176137089024_5,0,0
544391176137089024,544391176137089024_7,0,0
544391176137089024,544391176137089024_8,0,0
544391176137089024,544391176137089024_9,0,0
544391176137089024,544391176137089024_10,0,0
544391176137089024,544391176137089024_3,1_0,1
544391176137089024,544391176137089024_6,1_0,0
544391176137089024,544391176137089024_3,1_1,0
544391176137089024,544391176137089024_6,1_1,1
544391533240516608,544391533240516608_3,0,1
544391533240516608,544391533240516608_1,1_0,1
544391533240516608,544391533240516608_2,1_0,0
544391533240516608,544391533240516608_1,1_1,0
544391533240516608,544391533240516608_2,1_1,1
544399927045283840,544399927045283840_2,0,0
544399927045283840,544399927045283840_3,0,0
544399927045283840,544399927045283840_4,0,1
544399927045283840,544399927045283840_5,0,0
544399927045283840,544399927045283840_6,0,0
544399927045283840,544399927045283840_9,0,0
544399927045283840,544399927045283840_12,0,0
544399927045283840,544399927045283840_14,0,0
544399927045283840,544399927045283840_15,0,0
544399927045283840,544399927045283840_1,1,0
544399927045283840,544399927045283840_7,1,0
544399927045283840,544399927045283840_8,1,0
544399927045283840,544399927045283840_10,1,0
544399927045283840,544399927045283840_11,1,1
544399927045283840,544399927045283840_13,1,0
544476808566276097,544476808566276097_3,0,0
544476808566276097,544476808566276097_5,0,0
544476808566276097,544476808566276097_9,0,0
544476808566276097,544476808566276097_10,0,0
544476808566276097,544476808566276097_11,0,0
544476808566276097,544476808566276097_12,0,1
544476808566276097,544476808566276097_1,1,0
544476808566276097,544476808566276097_2,1,0
544476808566276097,544476808566276097_4,1,0
544476808566276097,544476808566276097_6,1,0
544476808566276097,544476808566276097_7,1,0
544476808566276097,544476808566276097_8,1,1
544476808566276097,544476808566276097_13,1,0
544491151118860289,544491151118860289_1,0,1
544504183341064192,544504183341064192_2,0,0
544504183341064192,544504183341064192_3,0,1
544504183341064192,544504183341064192_4,0,0
544504183341064192,544504183341064192_1,1,1
544511199702822913,544511199702822913_3,0,0
544511199702822913,544511199702822913_4,0,1
544511199702822913,544511199702822913_1,1,1
544511199702822913,544511199702822913_2,1,0
544511199702822913,544511199702822913_5,1,0
544512108885725184,544512108885725184_1,0_0,1
544512108885725184,544512108885725184_2,0_0,0
544512108885725184,544512108885725184_5,0_0,0
544512108885725184,544512108885725184_6,0_0,0
544512108885725184,544512108885725184_1,0_1,0
544512108885725184,544512108885725184_2,0_1,0
544512108885725184,544512108885725184_5,0_1,1
544512108885725184,544512108885725184_6,0_1,0
544512108885725184,544512108885725184_3,1_0,1
544512108885725184,544512108885725184_4,1_0,0
544512108885725184,544512108885725184_3,1_1,0
544512108885725184,544512108885725184_4,1_1,1
544512664769396736,544512664769396736_3,0,1
544512664769396736,544512664769396736_1,1_0,1
544512664769396736,544512664769396736_2,1_0,0
544512664769396736,544512664769396736_4,1_0,0
544512664769396736,544512664769396736_1,1_1,0
544512664769396736,544512664769396736_2,1_1,1
544512664769396736,544512664769396736_4,1_1,0
544512676643500033,544512676643500033_3,0,1
544512676643500033,544512676643500033_1,1,0
544512676643500033,544512676643500033_2,1,1
