source_id,tweet_ids,label_veracity
553587303172833280,"553587303172833280,553587370822750210,553587586703171584,553587678726594560,553587686762479617,553587829977399296,553587860620996608,553587863921917953,553588210769883136,553588231238090752,553588250087268352,553588252372779008,553588413195382784,553588519848132609,553588708826304514,553589221328715776,553589500572491776,553589677433712640,553592274991714306,553598661863563264",true
553512735192141826,"553512735192141826,553513642478813184,553513916572381185,553514819085946881,553516393791238145,553820631087988736",true
553160652567498752,"553160652567498752,553160945657462785,553161275904376832,553167760579379201,553169488104140801,553170260791427072,553175352366100482,553179653238964225,553183053523476480,553183997090889730,553227312976908289,553237817086967809",true
553470492565602305,"553470492565602305,553471272353402880,553471490734039040,553472346838007810,553473556345290752,553474160530587648",unverified
552848620375261184,"552848620375261184,552848723001475073,552848736897216513,552848904426098689,552849973470314496,552850359266197504,552850544797446144,552850999443202049,552851266754596865,552852018864218112,552852606234947584,552853646744899584,552857418062127104,552858826043424768,552874999522934784",unverified
553212962044149761,"553212962044149761,553213078889062401,553213579672178689,553214220364685313,553214228488667136,553214496567590914,553217937117831168,553232132269953024",unverified
553588178687655936,"553588178687655936,553588358044483584,553588472330452992,553588570368532480,553588869409832960,553589038196981760,553589124125323264,553589955029512192,553590627343302657,553591897458237440,553593015416008704",true
553590835850514433,"553590835850514433,553590917773656065,553590931866521602,553591230006067200,553591259009658881,553591266316152832,553591307206422528,553591557325336576,553591583623245824,553591773537513473,553591850532347906,553592233354870785,553593201756762113,553594057034051584,553596117909512192,553603571200311296,553615178492043264,553615282435289088,553615451549605888,553615536354246656,553615750175686656",true
553474188259102720,"553474188259102720,553475360936165376,553478423411441664,553479692133470209,553482152743288833,553488128364007424,553506819294121985,553508132459393024,553536816238710784",unverified
552821069036670976,"552821069036670976,552822567057510400,552822679712313344,552823713876303872,552824008379736064,552824073244246016,552827345435103234,552827902065385476,552829975800578048,552834187426689024,552836806065262594,552839935280300032,552840084962443264,552840094156349440,552840282094727168,552857373015289858",unverified
553566026030272512,"553566026030272512,553566115969105920,553566214174556160,553566368952377344,553566385105027072,553566995984437248,553567072114839553,553567740104286209,553567980354031616,553568091980824576,553568642965979136,553570156438638592",true
552791578893619200,"552791578893619200,552791675379400705,552792030225920000,552792351413133312,552792826216329217,552793048510648320,552794374950887425,552795016725532672,552795831599120384,552795888134144001,552795898196291584,552796077561094144,552796307627470848,552797785427558401,552808830598262785,552810884314443776,552818611015131136,552822387448631296,552824748879925248,552825507340091392,552826072237346817",true
553461741917863936,"553461741917863936,553462405800288256,553462961365581824,553463231386497024,553463489209978880,553464272043638785,553467937575952384,553469592488931328,553471188530249730,553496340580556800,553503688946225152,553504117230800896,553514398871216128,553535342049902592,554282491549196289,554412391279374336",unverified
553221600955621376,"553221600955621376,553228413922967552,553262052899164161",true
553586860334010368,"553586860334010368,553586932727693312,553586964805713920,553586988419649536,553587000578932737,553587034762534913,553587039598571523,553587040886206466,553587067712995328,553587132045213696,553587150428856320,553587188500529152,553587214987558912,553587298215133185,553587361398132736,553587398169591809,553587407980077057,553587445921759232,553587467409162240,553587620006346752",true
553548567420628992,"553548567420628992,553549149787140096,553550408346779648,553551840428949504,553552036915335169,553552100417110017,553552287889494017,553552395704082432,553552625724301314,553553247953514496,553553255255781376,553553754424115200,553554289835376643,553554620229115905,553555066754695168,553555725084270593,553559162018611201,553559527216656385,553560292635189248,553561410920521729,553562623200210944,553565149790224387",unverified
552982613288157184,"552982613288157184,552983715224113152,552990796702814208,552992417969082369,552997008483811328",false
552788945017516032,"552788945017516032,552789083211460608,552789147606581248,552789720540119040,552790062778548224,552790386092294144,552790446871945217,552792005559189504,552792919325671425,552793167754715136,552793839782862848,552794223263903744,552794307632332800,552794594115870720,552794881601859584,552795498349101057,552795656235274240,552795850783854592,552795971999252481,552796424266854400,552796692995907584,552797099138748416,552797821188206592,552798814344839168,552801161128853504,552802165488877568,552802854453641216,552845605786378241",true
553476490315431937,"553476490315431937,553476849196879873,553478083672424448,553479876632936448,553480808947015680",true
553544252563935234,"553544252563935234,553544568130768897,553544735131201536,553544746430652416,553545099905601536,553545546947104768,553545985624784896,553546195772407808,553549302187192320,553550518531141632,553550704888279041,553555098157060097,553557332261490688,553560398365212672,554305263046754305",unverified
553587672137334785,"553587672137334785,553587884263874561,553587974680875008,553588033313046528,553588141576454144,553588198577025026,553588238867517441,553588931707822080,553589201347035136,553589615379374080,553589786775412737,553589804492148736,553590107807428608,553592680866152449,553592819622092800,553593105233248257,553593746865258497,553594432743018496,553595330009518080,553595514739253248,553596198956056576,553596969978179584,553597910504714240",true
553544694765215745,"553544694765215745,553545342055354368,553546903842222080,553547771127812096",true
552792913910833152,"552792913910833152,552793275770613760,552793675697094657,552793775740055552,552794232503951360,552805269441622017",true
552806757672964097,"552806757672964097,552807298192510977,552807311191048193,552808047643729920,552808137737383936,552810796884189184,552810800164139008,552812110678196224,552812322075729920,552819464711184384,552823438457311232,552825292184514561,552905510039465985",true
553549686129561600,"553549686129561600,553549946725875712,553550000584540160,553550346195574784,553550482925715458,553550998497918976,553551156081745920,553551171802382336,553551562732470272,553552662088937472,553552734935601152,553555095317929985,553555102423089152,553555141731700737,553567997835882496,553573995858382849,553574442014875648,553574899302670337,553574968563625985,553575543757471744,553581318630821888,553584470264410113",unverified
552805488631758849,"552805488631758849,552805699349016577,552805838323478528,552805847777415168,552805987053490179,552806316855799808,552806438440292352,552806469217681409,552806494283251712,552806943392145408,552807055275220996,552807316031287296,552807385496973312,552807494545076225,552807670710038528,552807834078171136,552808195710664704,552808282440859648,552808456894169089,552808637719408641,552809757225287681,552809852834418688,552810175049244672,552810267772334080,552810426422267904,552811444119797761,552811728447078400,552811993145835520,552812255805325313,552812435321536512,552812476019269632,552812691509616642,552813227793321984,552813327018385408,552813949427544064,552814354588909569,552814516262555648,552814605115064323,552814843288223744,552814935688740867,552815133299187712,552815313394229253,552815468252127232,552815524741001217,552815787484778497,552815897425891328,552816063369326592,552816072902979584,552816281737363458,552816366101614592,552816383185010688,552816386154590208,552816583614013440,552816676249403393,552816726144864258,552816766414381057,552816942193467396,552816957439741952,552817149673082882,552817356779433984,552817506964873216,552817607452016640,552817735160176641,552817834628501505,552817983572017153,552817984524152832,552818300124545025,552818327521734657,552818473806491650,552818667293904898,552818721874378752,552818958533816321,552819015282737153,552819213165801472,552819482435932160,552819494372921346,552819783675432960,552819812435369987,552819928315617281,552819966006001664,552820213129809921,552820677338595328,552822741250736128,552844861322592256,552845552770351105,552848069629575168,552848557766873090,552851028287422464,552851362808360960,552900298516484098,552900577697751041,553121495791464448,553556666969763841",true
553467311261503488,"553467311261503488,553468547184467969,553481000379248640",unverified
552791196247269378,"552791196247269378,552791516360765440,552791567401238529,552791830476386306,552792023078825984,552792048173334528,552792055122886656,552792212056993792,552792555944153088,552792564554678272,552792656552939523,552792955052761088,552792980658987009,552793021256056833,552793325733183488,552794023258099713,552794111447941121,552794765331144705,552795069691232258,552795629768814592,552796152295219200,552826438798172160,552925665293778945",true
552785375161499649,"552785375161499649,552785851655393281,552785877748158464,552788073340489728",true
553486439129038848,"553486439129038848,553486598328041472,553486812787007488,553486913970397186,553487052776693761,553487150550089728,553487414409564160,553487881113989120,553543395717550080",false
553587013409325058,"553587013409325058,553587160088338432,553587377835614209,553587387889373186,553587395942420480,553587422445846529,553587586241794050,553587589417304065,553587609759666177,553587741720854528,553587794686513153,553587882741747713,553588653562150912,553588737750605825,553588971864084481,553647665695956992",true
553538058440941568,"553538058440941568,553538279073935360,553538295855349761,553538493738405888,553538596938846208,553538823989493760,553538912065712129,553538987554385920,553539141443788800,553539293076279296,553539507786903552,553539728067551232,553539730449924096,553539762624012288,553539889237884928,553540050676219904,553540999465926657,553541495588802560,553541618993618945,553541672471396352",unverified
553505242554175489,"553505242554175489,553505379079159808,553506555250106368,553506956686532608,553507669831876608,553508940634673152,553509339701727233,553511231735099392,553513937246097408,553516610275655680,553620764516429825,553689869810409473,553693040649334785,553703181440786435,553824308959928320",unverified
553478289474740224,"553478289474740224,553481203886460928,553481569675911168,553481697124052993,553482001651470336,553485100932157440,554212158133633025",false
553590459688570880,"553590459688570880,553590836588740609,553590917316505600,553590957317566466,553590965307707393,553590974044069888,553590981967511553,553591098074226688,553591134807920640,553591179078410240,553591360327282689,553591453675696129,553591555479461888,553591570680004608,553591626485215232,553591653404270592,553591766893727744,553591990856986624,553592018270978049",true
552793679082311680,"552793679082311680,552794951487352832,552796160101220352,552796638436397056,552796679322492928,552796934134845440,552798473389867009,552798644244860928,552800063756709888,552800628012224512,552801740652036096,552802770873761793",true
553152395371630592,"553152395371630592,553153997226663936,553154805905235968,553161717803671552,553170581282377729,553170977061081088,553171006244663297,553171130757173249,553171137782620160,553171643091398656,553174304016584704,553178733059002368,553179390176419842,553195530273456128,553196346375954433,553211957302816768,553220108219609088,553226339743186944,553255878628237313",false
553535829017370625,"553535829017370625,553536361786277888,553536495433580545,553541692243316737,553551642369753088",true
552792802309181440,"552792802309181440,552793142693744640,552793785747660801,552793899522355200,552793901866971136,552795124288073729,552808923707617282,552834504520630274",true
552811386259386370,"552811386259386370,552811563917123584,552811649602961408,552812365692289025,552812376375164928,552812482406780928,552812526434385921,552812548366798848,552812767132934144,552813011338285056,552813020465074176,552813075133636608,552813563283509248,552814805456027648,552814818986844160,552818696864157697,552822921698500608,552836538875531265",true
552802654641225728,"552802654641225728,552803445711708160,552804023389392896,552804298870910977,552804602702475265,552806033585090560,552808630022840320,552846396106502144",true
552996335319007233,"552996335319007233,552996575396765696,552997646076739585,553004470440058881,553005429492445184,553008182050947072,553008434627362816,553008784692756480,553009507186393088,553009820409024512,553010394327834625,553010804069781505,553011245737992193,553023430443167746,553023915963191296,553042679412436992",false
553579224402235393,"553579224402235393,553579500139589632,553579540602429440,553579820563849218,553580063586000896,553580075082203136,553580255647399936,553580540662910976,553580571985580032,553580917898231808,553582297551998976,553584047189159937,553585181517701120,553585472145211392,553585548204720128,553585746754682880,553586766419329024,553587104656404481,553587243085209602,553587353437356032,553587585126117376,553587865351753730,553588028925804544,553588188648714240,553599279097733120",unverified
553506608203169792,"553506608203169792,553507133464248320,553507208382930944,553507222324801536,553507283108655104,553507344932294657,553507375211364352,553507495604678658,553507538860126211,553507613900820481,553507679621378049,553507700546367488,553507937121878016,553508114436476929,553508241981046784,553508411178885121,553508438224142336,553508576422285312,553508636505673729,553509397063041024,553512763906334722,553522189337890816,553526618720075776",true
553576010898497536,"553576010898497536,553576199268876288,553576559085240320,553576829345628160,553577135777255424,553577189837258752,553577721939251201,553577770983645186,553577813056716800,553577850461519872,553577990060539904,553578217387614208,553579107620237312",unverified
553575232867672064,"553575232867672064,553575800122118144,553576578933075968,553578126320861184,553578353349758976,553579370468474880,553580837477056514,553582539034464256,553583385005006850",unverified
521346721226711040,"521346721226711040,521349366037356544,521349434719076352,521350130851921921,521350466647891968,521351041154289665,521351752734769152,521352186949672960,521352500604309506,521352678283444224,521352738891132929,521353020484096001,521353434881327104,521355922724388865,521356252740608001,521356894343294976,521364652522225665,521366121484918785,521367394108071936,521367512551002112,521367905062379521,521368022880378882,521368940669583360,521371539082858496,521371742942797825",false
521360486387175424,"521360486387175424,521360786409943041,521368262010224640,521371350934761472,521373767130710016,521376439099465728,521378427681898498,521468392620834817,521468848466591744",false
544352727971954690,"544352727971954690,544352796523651073,544352859773755392,544354603211710464,544355621936439296,544358798895636480,544358922904420352,544367318193930240,544367820407332864",true
544374511194632192,"544374511194632192,544375077622407168,544375195612758016,544375392996302849,544383497482539008,544398446568820736,544401892596408320,544419593427488768",true
544271362022338560,"544271362022338560,544272691260178432,544275000039972864,544275986171572224,544276206728671232,544276495213268993,544277466639257601,544278051245551616,544278513264513024,544279162866122755,544279546766180352,544280000124694528,544280600610603008,544280949496619009,544283418314690560,544283765023846400,544284471919652864,544284756876472321",true
544510450101415936,"544510450101415936,544510638202966016,544510896614412288,544510910963134464,544511027526660096,544511082472415232,544511221324472321,544511468264488960,544511608551002113,544512659618414594,544514588193325056",unverified
544358564484378624,"544358564484378624,544358949399851008,544369484019281921",true
544513524438155264,"544513524438155264,544513980195430400,544514197665492994",true
544329935943237632,"544329935943237632,544330406397374465,544330529529548801,544330593228840961,544330596198019073,544330709918183425,544330751991230465,544330807964217345,544330821365014529,544330922288373760,544331106581897216,544331153994297344,544331336266579969,544331338317565953,544331421494423552,544331611081162753,544331615812345856,544331632086224898,544331663241908225,544331790253428738,544331906469203968,544332086937546752,544332284812218368,544332423563984897,544333288249118720,544333969970302977,544334052526784512,544334594531524608,544334683090083840,544336079877595136,544336306437128192,544336896256512000,544337315124875264,544337579143737344,544337927132569601,544339277749182464,544339466265972736,544339757195489281,544339866050248704,544340358717382656,544340392712208384,544341043764686849,544341522213134336,544341800719106049,544341897712377856,544341977248956417,544342076112904193,544342570151579650,544342707242414080,544342839111327744,544342975044534272,544343462829494272,544343890086469632,544344771796295680,544344866285576193,544345218992963584,544345414670249985,544345919575949312,544346902439809024,544346925118394368,544346961097138176,544346998975897600,544347055754199040,544347172024508417,544347216282791936,544347250206310400,544347329416151040,544347330166530049,544347456238931968,544347461976727552,544347516930514945,544347670630785026,544347707981041664,544347802428399616,544347846363738112,544348059501490177,544348100165263360,544348155752370177,544348196793630720,544348496728309760,544348620930433024,544348986484613120,544349014255472640,544349254706155520,544349518532079616,544350417623068672,544350540717494272,544350806300848129,544351211403505666,544352643242409984,544353280265293824,544353316998631424,544354334348029952,544364150319611904,544364547574726656,544366214105952256,544372250430803969,544375845402341377,544379605818159104,544421367945236480,544425098321874944,544425456351854592,544438433410592768",true
544511199702822913,"544511199702822913,544511670890934272,544515223689117697,544540884952694784,544544489558507522,544568884309659649,544618563646918656",true
544350712365207552,"544350712365207552,544351255057813505,544351320174772224,544352182401638401",true
544292129972170752,"544292129972170752,544292264403820544,544292316253396993,544292377897488384,544292581950357504,544292970074087424,544293062776995840,544295054723268608,544296770420105216,544296994676965376,544297777266954240,544298065260466176,544298397034086400,544298416571179008,544298830494441473",false
544367462012432384,"544367462012432384,544368047956299777,544368679425957890,544368900797124608,544369031214428160,544369608392577024,544369805298372608,544370150359572480,544371075304288256,544371506261012480,544371715770695680,544371998390890496",true
544306402731507712,"544306402731507712,544313623448137729,544320468892020736,544482722295844864",false
544512664769396736,"544512664769396736,544513264705478657,544514424476680193,544515058013716481,544523414330167296",true
544512108885725184,"544512108885725184,544513062901141504,544513191934713857,544513414023094272,544514136915185664,544514393372127232,544514442491596800,544521755289600001,544522299693862912,544522356354740224,544524690262208513,544525364857700352",true
544305745416581120,"544305745416581120,544309751887429632,544311947936538624,544317391405330432",false
544512676643500033,"544512676643500033,544513541865095168,544514837301043200,544522331939274752",true
544399927045283840,"544399927045283840,544400873934188544,544400948840636416,544401782676680704,544402102106464256,544402104639827968,544402353659838464,544402711337529344,544403346535501824,544403899679899648,544404955872763905,544405226451922944,544405974233387008,544406663898624000,544407042111205377,544407267173351424,544408627512360961,544415646138630144,544416567761838081,544416983224430592,544419151973208064,544419885128744960,544421956360368129,544438671534202880,544465538882084864,544557233455910913,544559045307142144,544563172699426816,544563846124285953,544564201700614145,544607293329780736",true
544514564407427072,"544514564407427072,544515072182063106,544515461694889985,544515558679805952,544515757069975552",true
544391533240516608,"544391533240516608,544392579932880897,544394431520993280,544395369967132672,544399653332992000",true
544515538383564801,"544515538383564801,544516901297463296,544517034554707968,544517449606234112,544517799335694336,544518539936555008,544519105026719744,544520773567008768,544521204401729536,544522210388746240,544527922837479425,544529110266310656,544530369312477184,544533656794976256,544535075690663937,544537747436761088,544539217725231105,544540011581161472",true
544297696308518912,"544297696308518912,544297846233890816,544298113696292864,544298252078559232,544298332005613569,544298655336136704,544298844737916928,544298894637940736,544298946441392128,544299197336678400,544299321811017729,544299543899435008,544299651005181953,544299940764479490,544300001568911360,544300106212577280,544300652479127552,544300909035937793,544301353976467457,544301597170233344,544313083783421953,544313211474804736,544331064379203587,544660449669967872",false
544278985249550337,"544278985249550337,544279390553530368,544279768636465152,544280052175613952,544280339720728576,544281086705299457,544281098906521600,544281192632053761,544281249037418496,544281932406599681,544282085763346432,544282252302381056,544282314931707904,544282786039726080,544284533756284929,544285782639267840,544300186554474497,544393704560017410,544687372030709761",true
544268732046913536,"544268732046913536,544275161982455808,544275696433246208,544279970483159040,544301461845188608",true
544282005941530624,"544282005941530624,544282429583003648,544283669394120704,544287292538769409,544288116199407616,544289223244013568,544293212996001792,544293500398088192,544294946371403776,544297184712085504,544297460936753152,544299767195779072,544300933455548417,544303259473571840,544333770900242432",true
544309275141885952,"544309275141885952,544309563848003584,544309574107693056,544309589575864320,544309653266386944,544309667099181056,544309882673844224,544309904992108545,544310642996301825,544310719965970432,544310817521696769,544311269533437952,544311680893583360,544311849794023424,544311985999867905,544312149846151168,544312720984915968,544312916410114048,544313221180833792,544318148162244610,544331613807849472,544333302761402369,544334599342784512,544335029149900800,544335993977847808,544336231358664704,544338052244840448,544338807038824449,544339122463453185,544342454938243072,544343843731034114,544360294752190464",false
544333764814323713,"544333764814323713,544334602605563904,544336733455020032,544337280694222848,544338496249294848,544341725830201344,544342825799016448,544343136559169537,544343251717611520,544345812478988288,544347661663342593,544350207119732737,544365684382126082,544370082453811200,544370346342612992,544370603772608512,544370622928015361,544371515551408128,544372144298131456,544482475410337793",unverified
544462330105712640,"544462330105712640,544463130550489088,544465317229907968,544466740332462080,544468719624138752,544469062323933184,544469733488074752,544470157670641664,544470190768279553,544470682331914240,544470819057852416,544471340887982081,544472273608908800,544472543197818881,544473329822756864,544473677069156352,544480713454538753,544482801392054272,544486255921078272,544599722577514496,544757182521032704,544759066950524928,544761239641923584,544761639031939072,544762521974890496,544762753890525184,544763645146566656,544763686858944512,544763927595188224,544764006368411648,544764078594330625,544764204071153664,544764543369351169,544771836672618496",false
544305540286148609,"544305540286148609,544306003026538497,544306128805724160,544306274146713600,544306412562960386,544306589252198400,544307069864538113,544307524770738176,544307868540076033,544310038613852160,544315524646043650,544315887491117058,544317774495875072,544327005471526912,544333035370721280",true
544520273718812672,"544520273718812672,544520373715222528,544520377162952704,544520381952835584,544520387761930240,544520421479956481,544520432615821312,544520444288589825,544520494062370816,544520507580628992,544520557803225088,544520601038098433,544520698127872001,544520850779549697,544520944148963328,544521241848053761,544521333682356224,544525858581401600,544601984800534528",true
544324444773433348,"544324444773433348,544324609424625665,544324685446787073,544324734947577856,544324739356188674,544324801188605952,544324907400568832,544325077249302528,544325103693987840,544325147411234817,544325226515808256,544325421022457856,544325472906403841,544325665693376512,544326091519700992,544326095630123008,544326145210994688,544354628775600128",true
544292670336925696,"544292670336925696,544292754344275968,544292860057894913,544293283225427968,544293948790177794,544294929300602880,544303794746429440",false
544504183341064192,"544504183341064192,544504969437540354,544507804829351937,544510279694823424,544510576148238336,544510767530524672,544513184669769730,544514420769296384,544536420660961280",true
544314234541469696,"544314234541469696,544314448387645440,544314781901918208,544314799845154816,544314805021331456,544314872985423872,544314961749880833,544315030632538112,544315302901608448,544315385126727681,544315413862301697,544315537778413568,544315679860473856,544315985164263425,544316055670493184,544316112171581440,544316287598358528,544316370687913984,544316432985899008,544316435435376640,544317958592688129",true
544277117039837184,"544277117039837184,544277353900154880,544277505293561858,544277721186979840,544277836891033600,544277972597755904,544278016235302912,544278198150647809,544279000672387072,544279139704782848,544279344252596224,544279451760996352,544279824890871809,544280318870827008,544280357760024576,544280441151574016,544281262371119104,544281375826665472,544281387499413504,544281431917076480,544282348049956864,544296634767929344,544306571350921216,544306676619173889,544307827070615553,544308681337106432,544310742086717441,544311853409529856,544316325468725248,544345616265261056,544460273432530944",true
544328894812549121,"544328894812549121,544329409159639040,544329632565452801,544329715558154241,544329732561854464,544330173395775488,544330294275235842,544330413607755776,544330583363837953,544330788201050113,544332606280437760,544333004928057345,544333222801186816,544333536086339584,544334861021229056,544335551361744896,544335782454886400,544336049330061315,544336481192402945,544340424996184066,544344965443510273,544345140727660544,544345462564999169,544345742664822784,544346015013167104,544346603520135168,544347763853770752,544349089890959360,544349387741495296,544349391264296961,544349614393282561,544349633334374400,544349752834285568,544351491851829249,544351912599240704,544409231110443008,544497329920036865",unverified
544274544174071809,"544274544174071809,544274956675465218,544275255163125760,544275486902603776,544275563204976640,544275667442204673,544275673666580483,544275904831422464,544276038923329536,544276148163989504,544276430021214208,544276436006498304,544276670782664704,544276837099397120,544277142964809728,544277148778127361,544277244135235584,544277275488055296,544277700534599681,544278280543555584,544280004860059648,544280844060213248,544281145907482624,544281872503943168,544282640241950720,544283072720805890,544285237698506752,544285250109837312,544286234114539520,544287064028491777,544305446618550272",false
544293753130082305,"544293753130082305,544293997825777664,544294275723558912,544294473292079104,544294742260215809,544294802129707008,544295402510761984,544296936019611648,544298217421438976,544306124124860416,544395145529942016",false
544291804057960448,"544291804057960448,544292125102587904,544292150411026432,544295112545538048,544299300260311040,544301820865429506,544302813615247360,544308699981164545,544326802877857792,544534375577423872,544534380614807552",true
544288681021145090,"544288681021145090,544288801926156289,544288822545354753,544289312314228737,544289449941557248,544289696915136512,544290348525449216,544290393693904896,544290635013189632,544290755624198144,544291860425232384,544292185722851329,544297324466282497,544297924088582144,544298040652099584,544299161084895232,544299655660843009",false
544319832486064128,"544319832486064128,544319992096112641,544320016582459393,544320067190935553,544320115647741952,544320124069879809,544320267107856384,544320300402638848,544320586689048576,544320606058340352,544320667018362880,544320809276571650,544320880113762304,544321159018590208,544321318011678720,544321396328136704,544321596547424257,544321686754316288,544323804399665152",true
544271069146656768,"544271069146656768,544271964890611712,544272007013994496,544272511912136704,544272839889526784,544272856528715776,544273614229733377,544274483289157632,544280324360781824,544292547955146752,544300575592939520,544304399456432128,544414074906222593",false
544306719686656000,"544306719686656000,544308632997724160,544308940024971265,544309297480364032,544309550778957824,544309593916989440,544309789660942337,544310227722838017,544310836227895296,544311274545217536,544311486118887425,544314008980172800,544314667795873792,544315486465716225,544324787934621697,544337321349230592,544351881284165632",unverified
544350567183556608,"544350567183556608,544351106000625664,544351136518385664",true
544271284796784640,"544271284796784640,544271682358493184,544272825268183041,544272860194168833,544273029765685248,544274452381302784,544275772416880640,544276699157135360,544279568233021440",true
544518335019229184,"544518335019229184,544518568633991170,544518918912495616,544519121405100033,544519358232674305,544519398543724544,544519563308580864,544519768850841600,544520125936721920,544520376722927616,544520807074918400,544537630218539010",true
544289941996326912,"544289941996326912,544291376968790016,544317955714994176,544322700726906880,544403327459790848",true
544382892378714113,"544382892378714113,544383566696566784,544402000427769857,544403194991099904,544405715981307904,544411279776313344,544413294430547968,544485052198158336,544543993040601088",true
544283772569788416,"544283772569788416,544284069518147584,544284225357504512,544284386993397761,544284536570662914,544284571626635266,544284643605114880,544284949986439169,544285415814225921,544286041155571712,544286226879381504,544286591515373569,544287943175983104,544288050810216448,544294036463710209,544297005208846336,544306299606151168,544308203044216832,544308514811035650,544316754521239552",true
544272537341812736,"544272537341812736,544272859846045696,544272987000541184,544273516397219841,544273878668050432,544275153266696193,544275851559579648,544275868684935168,544277459500556288,544277865299062784,544280076628414464,544333165612269569,544559843898839040",false
